,rowid,pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_id,default_flag,sy_snum,system_no_of_planets,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,period,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_msinie,pl_msinij,pl_cmasse,pl_cmassj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,pl_tsystemref,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_occdep,pl_orbtper,pl_orblper,pl_rvamp,pl_projobliq,pl_trueobliq,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,sy_refname,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_plx,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_umag,sy_gmag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_icmag,sy_tmag,sy_kepmag,rowupdate,pl_pubdate,releasedate,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec
21127,24483,Kepler-468 b,Kepler-468,b,,,TIC 299087490,Gaia DR2 2132666633603904256,0,1,1,0,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,38.47875707,0.2213,13.44,,,,,,,,,,,,0.0,13.01,484.0,89.95,2454984.853,BJD,0,0.0154,2.41799,5.05845,66.2465,0.14003,,,,,,,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,5510.0,0.88,0.97,0.16,[Fe/H],,4.54,,3.7145,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h15m36.55s,288.9022829,+49d22m13.47s,49.3704079,16.56209,80.43297,70.28123,308.69387,18.4578683,3.71425,-18.0803,442.871,2.22914,14.798,13.852,12.467,12.115,12.029,,,,,,11.996,12.043,12.015,9.545,13.7299,,13.2147,13.779,25/08/2015,24/09/2015,25/08/2015,1,0,0,0,0,0
21137,24493,Kepler-47 b,Kepler-47,b,,,TIC 271548206,Gaia DR2 2080506523540902912,1,2,3,0,1,Transit,2012,<a refstr=OROSZ_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Sci...337.1511O/abstract target=ref> Orosz et al. 2012 </a>,2012-09,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=OROSZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..174O/abstract target=ref>Orosz et al. 2019</a>,49.4643,0.2877,3.05,0.272,2.07,0.00651,,,,,2.07,0.00651,Mass,0.4,0.021,,,89.752,2454968.643,BJD,1,,,,,0.02984,,,48.6,,,,<a refstr=OROSZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..174O/abstract target=ref>Orosz et al. 2019</a>,,,0.94,0.96,,,,,,1.65,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m11.49s,295.2978883,+46d55m13.55s,46.9204303,11.66115,80.00709,66.31475,316.59891,10.654601,-3.49403,-10.0654,1025.02,0.947573,16.233,15.31,13.97,13.639,13.535,,,,,,13.535,13.581,12.752,9.068,15.1626,,14.6715,15.178,22/04/2019,2019-05,25/04/2019,4,0,0,0,0,0
21139,24495,Kepler-47 c,Kepler-47,c,,,TIC 271548206,Gaia DR2 2080506523540902912,1,2,3,0,1,Transit,2012,<a refstr=OROSZ_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Sci...337.1511O/abstract target=ref> Orosz et al. 2012 </a>,2012-09,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=OROSZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..174O/abstract target=ref>Orosz et al. 2019</a>,303.227,0.9638,4.65,0.415,3.17,0.00997,,,,,3.17,0.00997,Mass,0.17,0.044,,,90.192,2454944.362,BJD,1,,,,,0.04552,,,306.0,,,,<a refstr=OROSZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..174O/abstract target=ref>Orosz et al. 2019</a>,,,0.94,0.96,,,,,,1.65,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m11.49s,295.2978883,+46d55m13.55s,46.9204303,11.66115,80.00709,66.31475,316.59891,10.654601,-3.49403,-10.0654,1025.02,0.947573,16.233,15.31,13.97,13.639,13.535,,,,,,13.535,13.581,12.752,9.068,15.1626,,14.6715,15.178,22/04/2019,2019-05,25/04/2019,4,0,0,0,0,0
21141,24497,Kepler-47 d,Kepler-47,d,,,TIC 271548206,Gaia DR2 2080506523540902912,1,2,3,0,1,Transit,2019,<a refstr=OROSZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..174O/abstract target=ref>Orosz et al. 2019</a>,2019-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=OROSZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..174O/abstract target=ref>Orosz et al. 2019</a>,187.366,0.6992,7.04,0.628,19.02,0.05984,,,,,19.02,0.05984,Mass,0.3,0.024,,,90.395,2455045.428,BJD,1,,,,,0.06873,,,352.0,,,,<a refstr=OROSZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..174O/abstract target=ref>Orosz et al. 2019</a>,,,0.94,0.96,,,,,,1.65,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m11.49s,295.2978883,+46d55m13.55s,46.9204303,11.66115,80.00709,66.31475,316.59891,10.654601,-3.49403,-10.0654,1025.02,0.947573,16.233,15.31,13.97,13.639,13.535,,,,,,13.535,13.581,12.752,9.068,15.1626,,14.6715,15.178,22/04/2019,2019-05,25/04/2019,3,0,0,0,0,0
21142,24498,Kepler-470 b,Kepler-470,b,,,TIC 27992902,Gaia DR2 2135313669189075968,0,1,1,0,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,24.66919569,0.1804,12.3,,,,,,,,,,,,0.0,113.2,832.0,89.95,2454965.864,BJD,0,0.1464,0.74414,6.9185,29.153,0.07994,,,,,,,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,6748.0,1.41,1.29,-0.14,[Fe/H],,4.25,,0.7702,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m02.26s,297.009436,+50d22m20.22s,50.3722829,12.26523,83.66816,68.85639,323.41746,10.095678,-1.91593,-9.912211,929.811,1.04666,13.805,13.282,12.269,12.042,12.034,,,,,,11.901,11.929,11.963,9.213,13.161,,12.8108,13.224,21/11/2014,18/12/2014,21/11/2014,1,0,0,0,0,0
21151,24507,Kepler-471 b,Kepler-471,b,,,TIC 268604331,Gaia DR2 2075972481191725696,0,1,1,0,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,5.01423457,0.0629,10.53,,,,,,,,,,,,0.0,642.33,1284.0,89.95,2454966.174,BJD,0,0.0124,0.67886,4.61153,8.9577,0.07586,,,,,,,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,6475.0,1.27,1.31,0.21,[Fe/H],,4.35,,0.5408,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h56m23.40s,299.0975167,+43d29m51.31s,43.4975851,7.66243,78.28462,62.08669,318.89474,4.1545036,-3.56043,-2.14085,1249.41,0.771755,14.538,13.767,12.804,12.583,12.562,,,,,,12.433,12.498,12.452,9.04,13.7887,,13.3926,13.797,21/11/2014,18/12/2014,21/11/2014,1,0,0,0,0,0
21161,24517,Kepler-472 b,Kepler-472,b,,,TIC 184554925,Gaia DR2 2073277200237694464,0,1,1,0,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,4.17625619,,,,,,,,,,,,,,,,,,2454966.091,BJD,0,,0.1418,3.83,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4834.01,0.79,0.78,0.196,[M/H],-0.513,4.54,,2.2397,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h46m05.88s,296.5245187,+39d14m59.46s,39.2498503,7.22013,73.60082,58.88228,312.00362,39.4783861,34.4142,19.3444,306.602,3.23279,15.427,13.898,12.063,11.565,11.461,,,,,,11.379,11.461,11.185,8.792,13.6698,,13.0169,13.698,26/07/2016,2016-07,28/07/2016,1,0,0,0,0,0
21171,24527,Kepler-473 b,Kepler-473,b,,,TIC 120961632,Gaia DR2 2100009935669354240,0,1,1,0,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,14.55730897,0.1186,4.32,,,,,,,,,,,,0.0,141.0,879.0,89.86,2454978.095,BJD,0,0.036,0.09569,7.7643,14.7277,0.02804,,,,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5774.0,1.41,1.05,0.14,[Fe/H],,4.16,,0.2852,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m31.22s,286.6300796,+38d56m44.13s,38.9455907,13.95171,69.83524,60.82573,297.1687,3.7112927,-2.10289,3.05803,905.937,1.07502,14.813,13.548,12.121,11.795,11.731,15.5037,14.1422,14.2481,14.4812,13.1917,11.689,11.718,11.489,9.121,13.3691,,12.8651,13.397,08/05/2017,31/08/2017 00:00,08/05/2017,1,0,0,0,0,0
21181,24537,Kepler-474 b,Kepler-474,b,,,TIC 63210391,Gaia DR2 2125972321478224896,0,1,1,0,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,4.512,0.403,,,,,,,,,,,,671.06,,,,,0,,,,,,,,,,,,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,5667.0,1.63,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h29m17.16s,292.3215174,+43d52m52.22s,43.8811723,12.15844,76.27255,64.31517,309.16932,3.7454633,-0.350578,3.72902,841.496,1.15961,14.398,13.629,12.306,11.969,11.91,,,,,,11.786,11.856,11.875,9.537,13.4689,,13.0027,13.494,04/09/2018,2018-10,06/09/2018,1,0,0,0,0,0
21190,24546,Kepler-475 b,Kepler-475,b,,,TIC 121108727,Gaia DR2 2100597143598879616,0,1,1,0,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,3.10550784,0.0399,2.68,,,,,,,,,,,,0.0,217.91,980.0,84.85,2454966.21,BJD,0,0.799,0.09046,1.7458,8.9,0.03099,,,,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,4989.0,0.79,0.88,0.3,[Fe/H],,4.58,,1.3812,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h08m12.41s,287.051694,+40d12m41.12s,40.2114232,14.16429,71.16452,61.97606,298.46464,24.792837,-4.40542,-24.3983,280.069,3.54165,15.235,13.512,11.821,11.331,11.241,16.3616,14.5551,14.6521,12.6259,13.0283,11.16,11.235,11.374,9.087,13.3163,,12.6882,13.341,08/05/2017,31/08/2017 00:00,08/05/2017,1,0,0,0,0,0
21199,24555,Kepler-476 b,Kepler-476,b,,,TIC 271430806,Gaia DR2 2078122984191734016,1,1,1,0,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,14.00640607,,3.08,0.275,,,,,,,,,,,,,,,2454975.209,JD,0,,,4.6809,,0.02554,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5837.0,1.09,1.03,0.04,[Fe/H],,4.38,5.37,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h40m39.30s,295.1637592,+43d57m47.06s,43.9630716,10.37133,77.2941,63.64408,313.58305,11.1237295,-4.99367,9.93985,813.535,,14.951,14.018,12.673,12.358,12.297,,,,,,12.235,12.276,12.372,8.875,13.8596,,13.3748,13.837,06/05/2016,2016-05,10/05/2016,1,0,0,0,0,0
21208,24564,Kepler-477 b,Kepler-477,b,,,TIC 158633329,,0,2,1,0,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,11.11990653,0.0869,1.84,,,,,,,,,,,,0.0,38.71,636.0,88.24,2454972.753,BJD,0,0.6024,0.06397,3.3296,21.14,0.02398,,,,,,,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,5074.0,0.7,0.71,-0.38,[Fe/H],,4.59,,1.4456,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h12m16.19s,288.067445,+42d21m19.10s,42.355305,14.33019,73.50616,63.84272,301.32463,,,,,,14.526,13.835,12.274,11.832,11.729,,,,,,11.628,11.674,11.62,9.269,,,12.889,13.536,21/11/2014,18/12/2014,21/11/2014,2,0,0,0,0,0
21216,24572,Kepler-478 b,Kepler-478,b,,,TIC 63289259,Gaia DR2 2128256492466658176,0,1,1,0,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,13.22175358,,,,,,,,,,,,,,,,,,2454972.571,BJD,0,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4880.7,,,-0.195,[M/H],,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h29m56.88s,292.4870063,+46d11m46.27s,46.196187,13.06531,78.45852,66.42862,311.45587,12.2791689,11.6378,-3.91658,,,15.06,14.156,12.57,12.113,12.005,,,,,,11.897,12.019,11.821,9.43,13.9672,,13.4089,13.938,25/09/2018,16/08/2018,25/09/2018,1,0,0,0,0,0
21225,24581,Kepler-479 b,Kepler-479,b,,,TIC 122682249,Gaia DR2 2052548107508601216,0,1,1,0,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,12.49340725,,,,,,,,,,,,,,,,,,2454971.462,BJD,0,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5207.0,0.77,0.89,-0.142,[M/H],-0.409,4.62,,2.7651,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m05.25s,291.0218899,+37d46m11.54s,37.7698734,10.3349,70.24138,58.81015,303.19922,21.0301697,9.06152,18.9778,344.901,2.87055,15.151,13.724,12.237,11.784,11.716,,,,,,11.704,11.764,12.169,9.324,13.544,,13.006,13.575,25/09/2018,16/08/2018,25/09/2018,1,0,0,0,0,0
21235,24591,Kepler-48 b,Kepler-48,b,,,TIC 171882123,Gaia DR2 2075112109039378688,0,1,4,0,0,Transit,2012,<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>,2013-01,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,1.79,0.16,,,,,,,,,,,,173.12,,,,,1,,,,,,,,,,,,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,5235.0,0.85,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h56m33.43s,299.1393094,+40d56m56.18s,40.948939,6.33882,76.08999,59.73682,316.86626,24.2749681,13.2251,-20.3561,306.738,3.23132,14.253,13.174,11.702,11.292,11.221,,,,,,11.11,11.181,11.138,8.746,13.0772,,12.5074,13.04,04/09/2018,2018-10,06/09/2018,1,0,0,0,0,0
21248,24604,Kepler-48 c,Kepler-48,c,,,TIC 171882123,Gaia DR2 2075112109039378688,0,1,4,0,0,Transit,2012,<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>,2013-01,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,9.674,,3.01,0.269,9.8,0.031,,,,,9.8,0.031,Mass,,,,,,,,1,,,,,,,,,,,,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,,,0.85,0.96,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h56m33.43s,299.1393094,+40d56m56.18s,40.948939,6.33882,76.08999,59.73682,316.86626,24.2749681,13.2251,-20.3561,306.738,3.23132,14.253,13.174,11.702,11.292,11.221,,,,,,11.11,11.181,11.138,8.746,13.0772,,12.5074,13.04,26/10/2016,2014-05,28/05/2014,1,0,0,0,0,0
21261,24617,Kepler-48 d,Kepler-48,d,,,TIC 171882123,Gaia DR2 2075112109039378688,0,1,4,0,0,Transit,2014,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,2014-02,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,42.89642324,,,,,,,,,,,,,,,,,,2454979.06,BJD,0,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5160.0,0.9,0.87,0.2,[M/H],-0.289,4.47,,1.7061,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h56m33.43s,299.1393094,+40d56m56.18s,40.948939,6.33882,76.08999,59.73682,316.86626,24.2749681,13.2251,-20.3561,306.738,3.23132,14.253,13.174,11.702,11.292,11.221,,,,,,11.11,11.181,11.138,8.746,13.0772,,12.5074,13.04,16/04/2019,2019-03,18/04/2019,1,0,0,0,0,0
21272,24629,Kepler-480 b,Kepler-480,b,,,TIC 27187218,Gaia DR2 2135044568018500096,0,1,1,0,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,4.919585,,,,,,,,,,,,,,,,,,2454967.602,BJD,0,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6327.82,1.44,1.25,0.078,[M/H],0.478,4.22,,0.5874,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h37m51.34s,294.4639165,+49d45m54.17s,49.7650473,13.44212,82.34944,69.11123,318.60833,3.3928267,3.37169,0.378126,847.508,1.15117,13.828,13.23,12.332,12.11,12.065,,,,,,12.028,12.063,11.978,9.183,13.2113,,12.8474,13.273,25/09/2018,16/08/2018,25/09/2018,1,0,0,0,0,0
