rowid,pl_name,hostname,period,system_no_of_planets,T0,T0_unit,Author
25123,Kepler-515 b,Kepler-515,19.96371318,1,55010.806,MJD,Kepler
25132,Kepler-516 b,Kepler-516,,1,55006.501,MJD,Kepler
25141,Kepler-517 b,Kepler-517,60.92818866,1,55005.871,MJD,Kepler
25151,Kepler-518 b,Kepler-518,8.51203588,1,55007.41,MJD,Kepler
25161,Kepler-519 b,Kepler-519,24.30784323,1,55010.864,MJD,Kepler
25171,Kepler-52 b,Kepler-52,,3,55008.87692,MJD,Kepler
25184,Kepler-52 c,Kepler-52,16.385,3,55005.22549,MJD,Kepler
25199,Kepler-52 d,Kepler-52,36.4454001,3,54984.10115,MJD,Kepler
25212,Kepler-520 b,Kepler-520,19.67416124,2,55008.77,MJD,Kepler
25221,Kepler-520 c,Kepler-520,5.21104261,2,54964.04,MJD,Kepler
25230,Kepler-521 b,Kepler-521,22.20809549,1,55038.859,MJD,Kepler
25240,Kepler-522 b,Kepler-522,38.5833679,1,55007.333,MJD,Kepler
25251,Kepler-523 b,Kepler-523,,1,55002.375,MJD,Kepler
25261,Kepler-524 b,Kepler-524,7.97420583,2,55007.028,MJD,Kepler
25271,Kepler-524 c,Kepler-524,,2,54964.597,MJD,Kepler
25280,Kepler-525 b,Kepler-525,18.68398102,1,55003.332,MJD,Kepler
25290,Kepler-526 b,Kepler-526,5.45851,1,55004.589,MJD,Kepler
25300,Kepler-527 b,Kepler-527,13.285388,1,55002.362,MJD,Kepler
25310,Kepler-528 b,Kepler-528,19.7830259,1,55010.223,MJD,Kepler
25320,Kepler-529 b,Kepler-529,1.98035766,3,55002.639,MJD,Kepler
25329,Kepler-529 c,Kepler-529,12.83447558,3,54970.825,MJD,Kepler
25338,Kepler-529 d,Kepler-529,35.8656484,3,54968.4464,MJD,Kepler
25345,Kepler-53 b,Kepler-53,18.649,3,55007.27608,MJD,Kepler
25356,Kepler-53 c,Kepler-53,38.5576546,3,54996.34816,MJD,Kepler
25368,Kepler-53 d,Kepler-53,9.75193182,3,54971.2852,MJD,Kepler
25378,Kepler-530 b,Kepler-530,,1,55003.835,MJD,Kepler
25388,Kepler-531 b,Kepler-531,29.88485994,1,55005.694,MJD,Kepler
25397,Kepler-532 b,Kepler-532,,1,55003.286,MJD,Kepler
25407,Kepler-533 b,Kepler-533,28.51117639,1,55019.864,MJD,Kepler
25417,Kepler-534 b,Kepler-534,15.95994513,2,55004.022,MJD,Kepler
25426,Kepler-534 c,Kepler-534,7.37868381,2,54968.3196,MJD,Kepler
25434,Kepler-535 b,Kepler-535,4.90332155,1,55005.401,MJD,Kepler
25444,Kepler-536 b,Kepler-536,1.8270823,1,55003.026,MJD,Kepler
25454,Kepler-537 b,Kepler-537,3.24755522,1,55003.777,MJD,Kepler
25464,Kepler-538 b,Kepler-538,81.73780699,1,55044.179,MJD,Kepler
25475,Kepler-539 b,Kepler-539,125.6288762,2,55588.371,MJD,Kepler
25487,Kepler-54 b,Kepler-54,8.01280975,3,55002.70573,MJD,Kepler
25501,Kepler-54 c,Kepler-54,,3,54975.94842,MJD,Kepler
25514,Kepler-54 d,Kepler-54,20.995694,3,54984.81995,MJD,Kepler
25527,Kepler-540 b,Kepler-540,172.7046083,1,55069.423,MJD,Kepler
25537,Kepler-541 b,Kepler-541,5.08005848,1,55006.928,MJD,Kepler
25547,Kepler-542 b,Kepler-542,13.14497566,1,55007.346,MJD,Kepler
25557,Kepler-543 b,Kepler-543,13.89961966,1,55015.365,MJD,Kepler
25567,Kepler-544 b,Kepler-544,21.41616926,1,55008.751,MJD,Kepler
25577,Kepler-545 b,Kepler-545,13.24934059,1,55012.021,MJD,Kepler
25587,Kepler-546 b,Kepler-546,4.14702026,1,55002.826,MJD,Kepler
25597,Kepler-547 b,Kepler-547,6.01038429,1,55006.585,MJD,Kepler
25607,Kepler-548 b,Kepler-548,4.45419434,1,55005.32,MJD,Kepler
25617,Kepler-549 b,Kepler-549,42.95011,2,54986.238,MJD,Kepler
25628,Kepler-549 c,Kepler-549,117.033521,2,55078.116,MJD,Kepler
25637,Kepler-55 b,Kepler-55,27.9541337,5,55011.29598,MJD,Kepler
25648,Kepler-55 c,Kepler-55,42.1412664,5,54971.49284,MJD,Kepler
25659,Kepler-55 d,Kepler-55,2.21111699,5,55002.64912,MJD,Kepler
25669,Kepler-55 e,Kepler-55,4.617534,5,54967.54254,MJD,Kepler
25679,Kepler-55 f,Kepler-55,10.19849255,5,54970.41714,MJD,Kepler
25689,Kepler-550 b,Kepler-550,8.60009931,1,55005.029,MJD,Kepler
25699,Kepler-551 b,Kepler-551,12.3764661,1,55011.905,MJD,Kepler
25709,Kepler-552 b,Kepler-552,5.26341522,1,55006.851,MJD,Kepler
25719,Kepler-553 b,Kepler-553,4.03046931,2,55003.592,MJD,Kepler
25729,Kepler-553 c,Kepler-553,328.240201,2,55031.704,MJD,Kepler
25738,Kepler-554 b,Kepler-554,,1,55002.95,MJD,Kepler
25748,Kepler-555 b,Kepler-555,16.21775407,1,55012.542,MJD,Kepler
25758,Kepler-556 b,Kepler-556,11.72292176,1,55009.819,MJD,Kepler
25768,Kepler-557 b,Kepler-557,3.70599166,1,55002.443,MJD,Kepler
25778,Kepler-558 b,Kepler-558,29.00788497,1,55003.054,MJD,Kepler
25788,Kepler-559 b,Kepler-559,17.58752333,1,55008.577,MJD,Kepler
25798,Kepler-56 b,Kepler-56,10.5016,3,54968.05893,MJD,Kepler
25812,Kepler-56 c,Kepler-56,,3,54979.5928,MJD,Kepler
25827,Kepler-560 b,Kepler-560,18.47764449,1,55017.769,MJD,Kepler
25839,Kepler-561 b,Kepler-561,58.3620495,2,55029.055,MJD,Kepler
25849,Kepler-561 c,Kepler-561,5.35015611,2,55028.26,MJD,Kepler
25859,Kepler-562 b,Kepler-562,18.00931444,1,55014.941,MJD,Kepler
25869,Kepler-563 b,Kepler-563,22.18432708,1,55007.097,MJD,Kepler
25879,Kepler-564 b,Kepler-564,3.75083228,1,55003.652,MJD,Kepler
25889,Kepler-565 b,Kepler-565,4.2437481,1,55006.063,MJD,Kepler
25897,Kepler-566 b,Kepler-566,18.42794624,1,55010.94,MJD,Kepler
25907,Kepler-567 b,Kepler-567,16.54295261,1,55002.149,MJD,Kepler
25917,Kepler-568 b,Kepler-568,11.02347475,1,55003.615,MJD,Kepler
25927,Kepler-569 b,Kepler-569,34.18897038,1,55025.889,MJD,Kepler
25937,Kepler-57 b,Kepler-57,5.72932402,2,54971.0584,MJD,Kepler
25949,Kepler-57 c,Kepler-57,11.60914938,2,54966.49083,MJD,Kepler
25960,Kepler-570 b,Kepler-570,4.301662,1,55004.81,MJD,Kepler
25970,Kepler-571 b,Kepler-571,4.79859939,1,55005.758,MJD,Kepler
25980,Kepler-572 b,Kepler-572,17.20523483,1,55007.558,MJD,Kepler
25990,Kepler-573 b,Kepler-573,22.18332255,1,55001.997,MJD,Kepler
26000,Kepler-574 b,Kepler-574,7.65880048,1,55005.539,MJD,Kepler
26010,Kepler-575 b,Kepler-575,,1,55008.952,MJD,Kepler
26020,Kepler-576 b,Kepler-576,29.91147041,1,55027.207,MJD,Kepler
26030,Kepler-577 b,Kepler-577,,1,55021.29,MJD,Kepler
26040,Kepler-578 b,Kepler-578,1.61688707,1,55002.303,MJD,Kepler
26050,Kepler-579 b,Kepler-579,,1,55007.035,MJD,Kepler
26060,Kepler-58 b,Kepler-58,10.21866016,3,54969.37048,MJD,Kepler
26072,Kepler-58 c,Kepler-58,15.5741568,3,54964.93209,MJD,Kepler
26084,Kepler-58 d,Kepler-58,40.10101,3,54965.21799,MJD,Kepler
26095,Kepler-580 b,Kepler-580,8.22241966,1,55005.456,MJD,Kepler
26105,Kepler-581 b,Kepler-581,40.6069821,1,55031.758,MJD,Kepler
26115,Kepler-582 b,Kepler-582,18.49235668,1,55005.999,MJD,Kepler
26125,Kepler-583 b,Kepler-583,6.51003001,1,55005.416,MJD,Kepler
26135,Kepler-584 b,Kepler-584,35.1810304,1,55002.6,MJD,Kepler
26145,Kepler-585 b,Kepler-585,2.75235969,1,55003.76,MJD,Kepler
26155,Kepler-586 b,Kepler-586,2.10472218,1,55003.544,MJD,Kepler
26165,Kepler-587 b,Kepler-587,10.94027841,1,55002.807,MJD,Kepler
26175,Kepler-588 b,Kepler-588,4.22162536,1,55006.2,MJD,Kepler
26185,Kepler-589 b,Kepler-589,16.54967098,2,55004.194,MJD,Kepler
26195,Kepler-589 c,Kepler-589,3.52466011,2,54964.14011,MJD,Kepler
26202,Kepler-59 b,Kepler-59,11.8693144,2,54970.24767,MJD,Kepler
26212,Kepler-59 c,Kepler-59,,2,54980.19818,MJD,Kepler
26222,Kepler-590 b,Kepler-590,5.85296257,1,55003.682,MJD,Kepler
26232,Kepler-591 b,Kepler-591,81.1694299,1,55011.093,MJD,Kepler
26242,Kepler-592 b,Kepler-592,2.8201906,1,55003.288,MJD,Kepler
26252,Kepler-593 b,Kepler-593,21.21708973,1,55004.151,MJD,Kepler
26262,Kepler-594 b,Kepler-594,13.64618192,1,55012.848,MJD,Kepler
26272,Kepler-595 b,Kepler-595,25.3029092,2,55020.56,MJD,Kepler
26282,Kepler-595 c,Kepler-595,12.38602,2,54965.3175,MJD,Kepler
26285,Kepler-596 b,Kepler-596,21.30022655,1,55022.206,MJD,Kepler
26295,Kepler-597 b,Kepler-597,13.02365861,1,55011.024,MJD,Kepler
26305,Kepler-598 b,Kepler-598,3.70175428,2,55004.95,MJD,Kepler
26314,Kepler-598 c,Kepler-598,86.4947807,2,55014.38967,MJD,Kepler
26322,Kepler-599 b,Kepler-599,15.65562652,1,55003.284,MJD,Kepler
26332,Kepler-6 b,Kepler-6,3.23469931,1,54953.98636,MJD,Kepler
26348,Kepler-60 b,Kepler-60,,3,54968.53637,MJD,Kepler
26361,Kepler-60 c,Kepler-60,8.91902447,3,54972.56513,MJD,Kepler
26375,Kepler-60 d,Kepler-60,11.8984932,3,54965.74626,MJD,Kepler
26387,Kepler-600 b,Kepler-600,23.67517607,1,55011.776,MJD,Kepler
26397,Kepler-601 b,Kepler-601,,1,55002.115,MJD,Kepler
26407,Kepler-602 b,Kepler-602,15.28467725,1,55008.123,MJD,Kepler
26417,Kepler-603 b,Kepler-603,21.05744,3,55004.424,MJD,Kepler
26427,Kepler-603 c,Kepler-603,127.905412,3,55078.95,MJD,Kepler
26437,Kepler-603 d,Kepler-603,6.21720925,3,54964.222,MJD,Kepler
26446,Kepler-604 b,Kepler-604,25.85501786,1,55025.075,MJD,Kepler
26456,Kepler-605 b,Kepler-605,3.38353807,2,55002.14,MJD,Kepler
26466,Kepler-605 c,Kepler-605,2.35895621,2,54965.191,MJD,Kepler
26475,Kepler-606 b,Kepler-606,,1,55015.908,MJD,Kepler
26485,Kepler-607 b,Kepler-607,0.63816293,2,54964.249,MJD,Kepler
26494,Kepler-607 c,Kepler-607,39.6769617,2,55011.0556,MJD,Kepler
26502,Kepler-608 b,Kepler-608,6.41246,1,55002.38,MJD,Kepler
26512,Kepler-609 b,Kepler-609,,1,55008.211,MJD,Kepler
26522,Kepler-61 b,Kepler-61,59.87792,1,54983.688,MJD,Kepler
26536,Kepler-610 b,Kepler-610,6.99692655,2,55008.414,MJD,Kepler
26546,Kepler-610 c,Kepler-610,151.863949,2,54975.815,MJD,Kepler
26556,Kepler-611 b,Kepler-611,2.43702922,1,55003.237,MJD,Kepler
26566,Kepler-612 b,Kepler-612,3.72215641,1,55004.06,MJD,Kepler
26576,Kepler-613 b,Kepler-613,15.77975178,1,55008.47,MJD,Kepler
26586,Kepler-614 b,Kepler-614,14.03491514,1,55004.105,MJD,Kepler
26596,Kepler-615 b,Kepler-615,10.35585454,1,55008.182,MJD,Kepler
26605,Kepler-616 b,Kepler-616,9.99745717,3,55004.288,MJD,Kepler
26614,Kepler-616 c,Kepler-616,90.4113556,3,55041.004,MJD,Kepler
26623,Kepler-616 d,Kepler-616,51.0672495,3,54980.11214,MJD,Kepler
26631,Kepler-617 b,Kepler-617,1.68269615,1,55002.953,MJD,Kepler
26641,Kepler-618 b,Kepler-618,3.59576964,1,55002.87,MJD,Kepler
26651,Kepler-619 b,Kepler-619,5.4042722,2,55004.686,MJD,Kepler
26661,Kepler-619 c,Kepler-619,1.20846273,2,54966.175,MJD,Kepler
26670,Kepler-62 b,Kepler-62,5.71489072,5,55003.4189,MJD,Kepler
26681,Kepler-62 c,Kepler-62,12.4416871,5,54967.151,MJD,Kepler
26690,Kepler-62 d,Kepler-62,18.16407876,5,55013.3117,MJD,Kepler
26701,Kepler-62 e,Kepler-62,122.3874,5,54982.904,MJD,Kepler
26713,Kepler-62 f,Kepler-62,267.283301,5,55422.21,MJD,Kepler
26723,Kepler-620 b,Kepler-620,,1,55009.782,MJD,Kepler
26733,Kepler-621 b,Kepler-621,2.62811732,1,55002.22,MJD,Kepler
26742,Kepler-622 b,Kepler-622,,1,55013.347,MJD,Kepler
26752,Kepler-623 b,Kepler-623,,1,55010.843,MJD,Kepler
26762,Kepler-624 b,Kepler-624,,1,55004.722,MJD,Kepler
26772,Kepler-625 b,Kepler-625,7.75192492,2,55008.673,MJD,Kepler
26782,Kepler-625 c,Kepler-625,,2,54964.542,MJD,Kepler
26791,Kepler-626 b,Kepler-626,14.485882,1,55007.506,MJD,Kepler
26801,Kepler-627 b,Kepler-627,40.69907342,1,55005.067,MJD,Kepler
26811,Kepler-628 b,Kepler-628,15.4580567,1,55006.282,MJD,Kepler
26820,Kepler-629 b,Kepler-629,7.238519,1,55003.719,MJD,Kepler
26830,Kepler-63 b,Kepler-63,9.4341505,1,,,Kepler
26842,Kepler-630 b,Kepler-630,161.4743937,1,55003.103,MJD,Kepler
26852,Kepler-631 b,Kepler-631,17.97979816,1,55014.743,MJD,Kepler
26862,Kepler-632 b,Kepler-632,30.99660733,1,55024.286,MJD,Kepler
26871,Kepler-633 b,Kepler-633,8.5033716,2,55003.368,MJD,Kepler
26880,Kepler-633 c,Kepler-633,23.783247,2,55012.25013,MJD,Kepler
26888,Kepler-634 b,Kepler-634,5.16950286,1,55002.813,MJD,Kepler
26898,Kepler-635 b,Kepler-635,23.44964313,1,55015.423,MJD,Kepler
26908,Kepler-636 b,Kepler-636,16.080672,1,55015.26,MJD,Kepler
26918,Kepler-637 b,Kepler-637,23.20582052,1,55013.261,MJD,Kepler
26928,Kepler-638 b,Kepler-638,6.07972016,1,55003.084,MJD,Kepler
26938,Kepler-639 b,Kepler-639,10.21420496,1,55003.204,MJD,Kepler
26948,Kepler-640 b,Kepler-640,22.24814617,1,55006.637,MJD,Kepler
26958,Kepler-641 b,Kepler-641,9.489383,1,55004.429,MJD,Kepler
26968,Kepler-642 b,Kepler-642,4.41746712,1,55003.292,MJD,Kepler
26978,Kepler-643 b,Kepler-643,16.33888142,1,55010.417,MJD,Kepler
26989,Kepler-644 b,Kepler-644,3.17391404,1,55003.424,MJD,Kepler
26999,Kepler-645 b,Kepler-645,3.27582198,1,55002.753,MJD,Kepler
27009,Kepler-646 b,Kepler-646,15.8736103,1,55014.901,MJD,Kepler
27019,Kepler-647 b,Kepler-647,16.2254649,2,54976.528,MJD,Kepler
27029,Kepler-647 c,Kepler-647,29.6663,2,55021.87019,MJD,Kepler
27037,Kepler-648 b,Kepler-648,17.4211749,1,55016.746,MJD,Kepler
27047,Kepler-649 b,Kepler-649,29.90722674,1,55007.793,MJD,Kepler
27057,Kepler-65 b,Kepler-65,2.15490904,4,54965.999,MJD,Kepler
27070,Kepler-65 c,Kepler-65,,4,54964.5391,MJD,Kepler
27085,Kepler-65 d,Kepler-65,8.13121389,4,54970.4905,MJD,Kepler
27100,Kepler-650 b,Kepler-650,3.03214795,1,55004.235,MJD,Kepler
27108,Kepler-651 b,Kepler-651,21.38521506,1,55011.281,MJD,Kepler
27117,Kepler-652 b,Kepler-652,4.18200253,1,55005.29,MJD,Kepler
27127,Kepler-653 b,Kepler-653,14.70748976,2,55008.293,MJD,Kepler
27137,Kepler-653 c,Kepler-653,0.90037648,2,54965.619,MJD,Kepler
27146,Kepler-654 b,Kepler-654,13.72462702,1,55013.146,MJD,Kepler
27156,Kepler-655 b,Kepler-655,46.40629893,1,55025.495,MJD,Kepler
27166,Kepler-656 b,Kepler-656,1.26025918,1,55002.909,MJD,Kepler
27176,Kepler-657 b,Kepler-657,24.54350418,1,55020.42,MJD,Kepler
27185,Kepler-658 b,Kepler-658,1.28707676,1,55002.315,MJD,Kepler
27195,Kepler-659 b,Kepler-659,17.671796,1,55018.869,MJD,Kepler
27205,Kepler-66 b,Kepler-66,17.8159689,1,54966.9854,MJD,Kepler
27216,Kepler-660 b,Kepler-660,9.273827,1,55005.758,MJD,Kepler
27225,Kepler-661 b,Kepler-661,6.02929566,1,55004.103,MJD,Kepler
27235,Kepler-662 b,Kepler-662,21.67697486,1,55004.038,MJD,Kepler
27245,Kepler-663 b,Kepler-663,4.99678284,1,55004.242,MJD,Kepler
27255,Kepler-664 b,Kepler-664,2.52558869,1,55004.095,MJD,Kepler
27265,Kepler-665 b,Kepler-665,16.01304736,1,55008.86,MJD,Kepler
27275,Kepler-666 b,Kepler-666,,1,55003.851,MJD,Kepler
27285,Kepler-667 b,Kepler-667,41.43958662,1,55041.431,MJD,Kepler
27295,Kepler-668 b,Kepler-668,8.35390639,1,55004.133,MJD,Kepler
27305,Kepler-669 b,Kepler-669,4.12554687,1,55002.252,MJD,Kepler
27315,Kepler-67 b,Kepler-67,15.72585941,1,54966.4855,MJD,Kepler
27326,Kepler-670 b,Kepler-670,2.8165048,1,55003.468,MJD,Kepler
27337,Kepler-671 b,Kepler-671,4.2809636,1,55004.397,MJD,Kepler
27347,Kepler-672 b,Kepler-672,38.37784,1,55005.32,MJD,Kepler
27357,Kepler-673 b,Kepler-673,,1,55004.293,MJD,Kepler
27367,Kepler-674 b,Kepler-674,2.24338122,1,55003.179,MJD,Kepler
27377,Kepler-675 b,Kepler-675,2.3374551,1,55004.262,MJD,Kepler
27387,Kepler-676 b,Kepler-676,11.59822172,1,55012.895,MJD,Kepler
27397,Kepler-677 b,Kepler-677,6.57531678,1,55006.134,MJD,Kepler
27407,Kepler-678 b,Kepler-678,7.27503724,1,55002.495,MJD,Kepler
27416,Kepler-679 b,Kepler-679,12.3935651,1,55011.246,MJD,Kepler
27426,Kepler-68 b,Kepler-68,5.39875393,3,55006.35729,MJD,Kepler
27442,Kepler-68 c,Kepler-68,9.604869,3,54968.8805,MJD,Kepler
27459,Kepler-680 b,Kepler-680,3.68992629,1,55002.865,MJD,Kepler
27468,Kepler-681 b,Kepler-681,26.39434226,1,55008.554,MJD,Kepler
27478,Kepler-682 b,Kepler-682,12.61190667,1,55013.392,MJD,Kepler
27488,Kepler-683 b,Kepler-683,2.53918318,1,55002.174,MJD,Kepler
27497,Kepler-684 b,Kepler-684,6.77030201,1,55003.077,MJD,Kepler
27507,Kepler-685 b,Kepler-685,1.62552211,1,55003.327,MJD,Kepler
27518,Kepler-686 b,Kepler-686,1.59474546,1,55003.148,MJD,Kepler
27529,Kepler-687 b,Kepler-687,20.50588921,1,55013.935,MJD,Kepler
27539,Kepler-688 b,Kepler-688,3.89593684,1,55003.028,MJD,Kepler
27549,Kepler-689 b,Kepler-689,22.36656079,1,55007.955,MJD,Kepler
27559,Kepler-69 b,Kepler-69,13.72237104,2,54970.3414,MJD,Kepler
27571,Kepler-69 c,Kepler-69,242.466343,2,54983.37,MJD,Kepler
27583,Kepler-690 b,Kepler-690,7.74809424,1,55007.497,MJD,Kepler
27593,Kepler-691 b,Kepler-691,8.11437482,1,55008.839,MJD,Kepler
27603,Kepler-692 b,Kepler-692,,1,55006.511,MJD,Kepler
27613,Kepler-693 b,Kepler-693,15.37563332,1,55006.113,MJD,Kepler
27622,Kepler-694 b,Kepler-694,6.36584161,1,55003.635,MJD,Kepler
27632,Kepler-695 b,Kepler-695,3.04033046,1,55002.449,MJD,Kepler
27641,Kepler-696 b,Kepler-696,4.1904091,1,55003.941,MJD,Kepler
27651,Kepler-697 b,Kepler-697,,1,55004.488,MJD,Kepler
27661,Kepler-698 b,Kepler-698,16.3297527,1,55009.795,MJD,Kepler
27671,Kepler-7 b,Kepler-7,,1,54966.77571,MJD,Kepler
27688,Kepler-700 b,Kepler-700,,1,55036.397,MJD,Kepler
27698,Kepler-701 b,Kepler-701,10.35533177,1,55003.437,MJD,Kepler
27708,Kepler-702 b,Kepler-702,10.5262937,1,55009.023,MJD,Kepler
27718,Kepler-703 b,Kepler-703,4.5835184,1,55002.474,MJD,Kepler
27728,Kepler-704 b,Kepler-704,,1,55004.404,MJD,Kepler
27737,Kepler-705 b,Kepler-705,56.0560538,1,55033.666,MJD,Kepler
27748,Kepler-706 b,Kepler-706,41.40831347,1,55028.287,MJD,Kepler
27758,Kepler-707 b,Kepler-707,2.23748957,1,55003.317,MJD,Kepler
27767,Kepler-708 b,Kepler-708,3.16789194,1,55004.649,MJD,Kepler
27777,Kepler-709 b,Kepler-709,16.08517657,1,55012.781,MJD,Kepler
27787,Kepler-710 b,Kepler-710,4.34728878,1,55004.734,MJD,Kepler
27797,Kepler-711 b,Kepler-711,23.58917143,1,55006.321,MJD,Kepler
27807,Kepler-712 b,Kepler-712,21.02242098,2,55040.177,MJD,Kepler
27817,Kepler-712 c,Kepler-712,226.8904775,2,55039.86,MJD,Kepler
27827,Kepler-713 b,Kepler-713,7.411141,1,55007.847,MJD,Kepler
27837,Kepler-714 b,Kepler-714,,1,55009.124,MJD,Kepler
27847,Kepler-715 b,Kepler-715,10.0065467,1,55009.469,MJD,Kepler
27857,Kepler-716 b,Kepler-716,10.37168928,2,55005.118,MJD,Kepler
27867,Kepler-716 c,Kepler-716,3.970006,2,54970.25741,MJD,Kepler
27874,Kepler-717 b,Kepler-717,4.40841331,1,55004.689,MJD,Kepler
27883,Kepler-718 b,Kepler-718,2.05234995,1,55002.391,MJD,Kepler
27894,Kepler-719 b,Kepler-719,5.00731778,1,55005.934,MJD,Kepler
27902,Kepler-720 b,Kepler-720,4.70832604,1,55003.947,MJD,Kepler
27912,Kepler-721 b,Kepler-721,5.3920269,1,55004.227,MJD,Kepler
27922,Kepler-722 b,Kepler-722,4.09357036,2,55003.51,MJD,Kepler
27931,Kepler-722 c,Kepler-722,105.144749,2,55010.867,MJD,Kepler
27941,Kepler-723 b,Kepler-723,4.08227507,1,55002.138,MJD,Kepler
27950,Kepler-724 b,Kepler-724,3.31494736,1,55003.813,MJD,Kepler
27960,Kepler-725 b,Kepler-725,,1,55039.096,MJD,Kepler
27969,Kepler-726 b,Kepler-726,21.80451088,1,55022.998,MJD,Kepler
27979,Kepler-727 b,Kepler-727,5.15448442,1,55004.139,MJD,Kepler
27988,Kepler-728 b,Kepler-728,,1,55007.398,MJD,Kepler
27998,Kepler-729 b,Kepler-729,3.16635371,1,55003.466,MJD,Kepler
28008,Kepler-730 b,Kepler-730,6.49168251,2,55007.133,MJD,Kepler
28019,Kepler-730 c,Kepler-730,2.85188338,2,54964.6455,MJD,Kepler
28022,Kepler-731 b,Kepler-731,3.85560392,1,55003.179,MJD,Kepler
28033,Kepler-732 b,Kepler-732,9.46781405,2,55010.916,MJD,Kepler
28043,Kepler-732 c,Kepler-732,0.89304026,2,54967.04,MJD,Kepler
28053,Kepler-733 b,Kepler-733,20.83424726,1,55009.086,MJD,Kepler
28062,Kepler-734 b,Kepler-734,6.10484942,1,55002.073,MJD,Kepler
28072,Kepler-735 b,Kepler-735,11.515093,1,55007.359,MJD,Kepler
28082,Kepler-736 b,Kepler-736,3.60146534,1,55004.491,MJD,Kepler
28092,Kepler-737 b,Kepler-737,28.59914031,1,55022.426,MJD,Kepler
28102,Kepler-738 b,Kepler-738,24.58716355,1,55006.204,MJD,Kepler
28112,Kepler-739 b,Kepler-739,12.53249776,1,55003.265,MJD,Kepler
28122,Kepler-74 b,Kepler-74,7.340711,1,,,Kepler
28136,Kepler-740 b,Kepler-740,3.5840842,1,55002.928,MJD,Kepler
28146,Kepler-741 b,Kepler-741,7.03902374,1,55008.23,MJD,Kepler
28156,Kepler-742 b,Kepler-742,8.36086824,1,55008.145,MJD,Kepler
28166,Kepler-743 b,Kepler-743,3.17926292,1,55094.342,MJD,Kepler
28176,Kepler-744 b,Kepler-744,12.06219221,1,54970.724,MJD,Kepler
28186,Kepler-745 b,Kepler-745,,1,54968.993,MJD,Kepler
28196,Kepler-746 b,Kepler-746,3.48159251,1,54965.49,MJD,Kepler
28204,Kepler-747 b,Kepler-747,35.61760587,1,55029.535,MJD,Kepler
28213,Kepler-748 b,Kepler-748,7.40742502,1,55187.995,MJD,Kepler
28222,Kepler-749 b,Kepler-749,17.317162,1,54974.858,MJD,Kepler
28232,Kepler-75 b,Kepler-75,8.88492268,1,,,Kepler
28246,Kepler-750 b,Kepler-750,9.42887179,2,54972.606,MJD,Kepler
28256,Kepler-750 c,Kepler-750,4.08898221,2,54968.261,MJD,Kepler
28265,Kepler-751 b,Kepler-751,17.44424015,1,54974.178,MJD,Kepler
28275,Kepler-752 b,Kepler-752,18.82744023,1,55028.689,MJD,Kepler
28285,Kepler-753 b,Kepler-753,5.74772501,1,54965.798,MJD,Kepler
28295,Kepler-754 b,Kepler-754,14.5596237,1,54968.462,MJD,Kepler
28303,Kepler-755 b,Kepler-755,1.26909037,2,54965.844,MJD,Kepler
28313,Kepler-755 c,Kepler-755,2.853134,2,54966.297,MJD,Kepler
28323,Kepler-756 b,Kepler-756,1.22486644,1,54965.708,MJD,Kepler
28331,Kepler-757 b,Kepler-757,1.02267805,1,54965.955,MJD,Kepler
28340,Kepler-758 b,Kepler-758,12.10995,4,54972.713,MJD,Kepler
28349,Kepler-758 c,Kepler-758,4.75793986,4,54970.197,MJD,Kepler
28358,Kepler-758 d,Kepler-758,20.4966197,4,54979.953,MJD,Kepler
28367,Kepler-758 e,Kepler-758,8.19345065,4,54971.492,MJD,Kepler
28376,Kepler-759 b,Kepler-759,41.80695945,1,54975.319,MJD,Kepler
28397,Kepler-760 b,Kepler-760,8.70420525,2,55190.06,MJD,Kepler
28407,Kepler-760 c,Kepler-760,,2,55187.429,MJD,Kepler
28416,Kepler-761 b,Kepler-761,,1,54971.615,MJD,Kepler
28426,Kepler-762 b,Kepler-762,3.7705521,1,55189.618,MJD,Kepler
28437,Kepler-763 b,Kepler-763,1.19654846,1,54965.031,MJD,Kepler
28446,Kepler-764 b,Kepler-764,7.33683936,1,54971.083,MJD,Kepler
28455,Kepler-765 b,Kepler-765,27.66547244,1,54977.364,MJD,Kepler
28465,Kepler-766 b,Kepler-766,6.10030088,1,54968.087,MJD,Kepler
28474,Kepler-767 b,Kepler-767,161.5266,1,55030.501,MJD,Kepler
28483,Kepler-768 b,Kepler-768,11.3910025,1,54970.21,MJD,Kepler
28492,Kepler-769 b,Kepler-769,7.42608306,2,54972.4,MJD,Kepler
28502,Kepler-769 c,Kepler-769,15.98671996,2,54970.091,MJD,Kepler
28511,Kepler-77 b,Kepler-77,3.57878087,1,,,Kepler
28525,Kepler-770 b,Kepler-770,18.92549356,3,54981.994,MJD,Kepler
28535,Kepler-770 c,Kepler-770,1.47532231,3,54964.333,MJD,Kepler
28544,Kepler-770 d,Kepler-770,4.15244722,3,54967.083,MJD,Kepler
28553,Kepler-771 b,Kepler-771,8.73487525,1,54967.583,MJD,Kepler
28562,Kepler-772 b,Kepler-772,12.99207337,1,54968.82,MJD,Kepler
28572,Kepler-773 b,Kepler-773,3.74910006,1,54967.609,MJD,Kepler
28582,Kepler-774 b,Kepler-774,,1,54974.262,MJD,Kepler
28592,Kepler-775 b,Kepler-775,0.9748689,1,54965.576,MJD,Kepler
28602,Kepler-776 b,Kepler-776,4.89718784,1,54965.902,MJD,Kepler
