rowid,pl_name,hostname,period,system_no_of_planets,T0,T0_unit,Author
12151,Kepler-1498 b,Kepler-1498,48.05201677,1,54973.001,MJD,Kepler
12159,Kepler-1499 b,Kepler-1499,44.20223994,1,54995.725,MJD,Kepler
12168,Kepler-15 b,Kepler-15,,1,54968.82865,MJD,Kepler
12182,Kepler-150 b,Kepler-150,3.42804168,5,54964.86794,MJD,Kepler
12192,Kepler-150 c,Kepler-150,,5,55005.57123,MJD,Kepler
12203,Kepler-150 d,Kepler-150,12.56092796,5,54999.29588,MJD,Kepler
12214,Kepler-150 e,Kepler-150,30.8261043,5,54985.51043,MJD,Kepler
12225,Kepler-150 f,Kepler-150,637.2093,5,55978.7422,MJD,Kepler
12226,Kepler-1500 b,Kepler-1500,15.0330623,1,54964.404,MJD,Kepler
12234,Kepler-1501 b,Kepler-1501,14.5564533,1,54973.543,MJD,Kepler
12242,Kepler-1502 b,Kepler-1502,41.7084063,1,54986.039,MJD,Kepler
12251,Kepler-1503 b,Kepler-1503,96.16987,1,55002.757,MJD,Kepler
12260,Kepler-1504 b,Kepler-1504,82.303914,1,54991.538,MJD,Kepler
12269,Kepler-1505 b,Kepler-1505,30.8609783,1,54970.815,MJD,Kepler
12278,Kepler-1506 b,Kepler-1506,14.0329154,1,54970.563,MJD,Kepler
12286,Kepler-1507 b,Kepler-1507,16.0506213,1,54974.233,MJD,Kepler
12295,Kepler-1508 b,Kepler-1508,20.7057153,1,54972.485,MJD,Kepler
12302,Kepler-1509 b,Kepler-1509,25.4337864,1,54975.629,MJD,Kepler
12311,Kepler-151 b,Kepler-151,15.22895514,2,55009.05979,MJD,Kepler
12322,Kepler-151 c,Kepler-151,24.67464211,2,54979.27073,MJD,Kepler
12333,Kepler-1510 b,Kepler-1510,84.70362945,1,54984.686,MJD,Kepler
12342,Kepler-1511 b,Kepler-1511,23.2385587,1,54976.041,MJD,Kepler
12351,Kepler-1512 b,Kepler-1512,20.35972599,1,54966.791,MJD,Kepler
12360,Kepler-1513 b,Kepler-1513,160.884626,1,55110.004,MJD,Kepler
12369,Kepler-1514 b,Kepler-1514,217.8318429,2,55071.32,MJD,Kepler
12379,Kepler-1514 c,Kepler-1514,10.51420148,2,54956.5546,MJD,Kepler
12387,Kepler-1515 b,Kepler-1515,214.3120439,1,55168.831,MJD,Kepler
12396,Kepler-1516 b,Kepler-1516,7.25922435,1,54964.212,MJD,Kepler
12405,Kepler-1517 b,Kepler-1517,5.54608367,1,54966.003,MJD,Kepler
12415,Kepler-1518 b,Kepler-1518,5.11177904,1,54966.256,MJD,Kepler
12421,Kepler-1519 b,Kepler-1519,240.7989397,1,55166.642,MJD,Kepler
12430,Kepler-152 b,Kepler-152,18.20795693,2,55018.34202,MJD,Kepler
12441,Kepler-152 c,Kepler-152,88.2553544,2,54986.28027,MJD,Kepler
12452,Kepler-1520 b,Kepler-1520,0.65355357,1,54964.559,MJD,Kepler
12460,Kepler-1521 b,Kepler-1521,47.1484324,1,55007.768,MJD,Kepler
12469,Kepler-1522 b,Kepler-1522,,1,54964.7,MJD,Kepler
12478,Kepler-1523 b,Kepler-1523,0.93875077,1,54964.182,MJD,Kepler
12486,Kepler-1524 b,Kepler-1524,70.9674603,1,55015.167,MJD,Kepler
12494,Kepler-1525 b,Kepler-1525,2.41660149,1,54964.037,MJD,Kepler
12502,Kepler-1526 b,Kepler-1526,3.908632,1,54966.43,MJD,Kepler
12511,Kepler-1527 b,Kepler-1527,160.129918,1,55035.98,MJD,Kepler
12520,Kepler-1528 b,Kepler-1528,1.79111021,1,54964.458,MJD,Kepler
12528,Kepler-1529 b,Kepler-1529,,1,54964.642,MJD,Kepler
12537,Kepler-153 b,Kepler-153,18.87021566,2,55011.21046,MJD,Kepler
12548,Kepler-153 c,Kepler-153,46.9025112,2,54986.80653,MJD,Kepler
12559,Kepler-1530 b,Kepler-1530,2.5903958,3,54964.787,MJD,Kepler
12568,Kepler-1530 c,Kepler-1530,5.3227406,3,54965.72,MJD,Kepler
12577,Kepler-1530 d,Kepler-1530,9.2075634,3,54968.301,MJD,Kepler
12584,Kepler-1531 b,Kepler-1531,1.13854338,1,54964.966,MJD,Kepler
12591,Kepler-1532 b,Kepler-1532,1.09366627,1,54964.973,MJD,Kepler
12599,Kepler-1533 b,Kepler-1533,308.544422,1,55128.568,MJD,Kepler
12607,Kepler-1534 b,Kepler-1534,5.71668787,1,54968.822,MJD,Kepler
12613,Kepler-1535 b,Kepler-1535,138.9442,1,54986.41,MJD,Kepler
12622,Kepler-1536 b,Kepler-1536,364.758031,1,54967.962,MJD,Kepler
12629,Kepler-1537 b,Kepler-1537,1.44445234,1,54965.306,MJD,Kepler
12637,Kepler-1538 b,Kepler-1538,175.138819,1,55128.54,MJD,Kepler
12646,Kepler-1539 b,Kepler-1539,133.3036741,1,55000.256,MJD,Kepler
12655,Kepler-154 b,Kepler-154,,5,54993.72087,MJD,Kepler
12665,Kepler-154 c,Kepler-154,62.30261745,5,55011.59423,MJD,Kepler
12674,Kepler-154 d,Kepler-154,20.549751,5,55011.446,MJD,Kepler
12684,Kepler-154 e,Kepler-154,,5,54967.151,MJD,Kepler
12692,Kepler-154 f,Kepler-154,9.91935684,5,54969.377,MJD,Kepler
12700,Kepler-1540 b,Kepler-1540,125.4132302,1,55028.127,MJD,Kepler
12708,Kepler-1541 b,Kepler-1541,,1,54965.927,MJD,Kepler
12717,Kepler-1542 b,Kepler-1542,,4,54966.722,MJD,Kepler
12725,Kepler-1542 c,Kepler-1542,2.89223998,4,54965.365,MJD,Kepler
12733,Kepler-1542 d,Kepler-1542,5.99273738,4,54964.249,MJD,Kepler
12740,Kepler-1542 e,Kepler-1542,5.10110666,4,54964.924,MJD,Kepler
12747,Kepler-1543 b,Kepler-1543,6.96710269,1,54970.742,MJD,Kepler
12755,Kepler-1544 b,Kepler-1544,168.811174,1,55043.941,MJD,Kepler
12765,Kepler-1545 b,Kepler-1545,,1,55071.267,MJD,Kepler
12774,Kepler-1546 b,Kepler-1546,19.5971417,1,54967.755,MJD,Kepler
12783,Kepler-1547 b,Kepler-1547,,1,54964.3,MJD,Kepler
12790,Kepler-1548 b,Kepler-1548,124.8285067,1,55041.285,MJD,Kepler
12799,Kepler-1549 b,Kepler-1549,214.886545,1,55045.887,MJD,Kepler
12808,Kepler-155 b,Kepler-155,5.93119656,2,55007.29655,MJD,Kepler
12820,Kepler-155 c,Kepler-155,52.66156,2,55016.01681,MJD,Kepler
12833,Kepler-1550 b,Kepler-1550,,1,55105.298,MJD,Kepler
12842,Kepler-1551 b,Kepler-1551,24.4973698,1,54966.423,MJD,Kepler
12851,Kepler-1552 b,Kepler-1552,184.77271,1,55049.862,MJD,Kepler
12859,Kepler-1553 b,Kepler-1553,4.24263096,1,54967.531,MJD,Kepler
12867,Kepler-1554 b,Kepler-1554,198.088873,1,55152.231,MJD,Kepler
12876,Kepler-1555 b,Kepler-1555,8.10501635,1,54968.385,MJD,Kepler
12884,Kepler-1556 b,Kepler-1556,8.82715783,1,54972.235,MJD,Kepler
12893,Kepler-1557 b,Kepler-1557,3.74032496,1,54967.203,MJD,Kepler
12901,Kepler-1558 b,Kepler-1558,3.50469993,1,54966.225,MJD,Kepler
12909,Kepler-1559 b,Kepler-1559,,1,54964.665,MJD,Kepler
12917,Kepler-156 b,Kepler-156,,2,55003.38529,MJD,Kepler
12928,Kepler-156 c,Kepler-156,15.90687787,2,55010.43315,MJD,Kepler
12939,Kepler-1560 b,Kepler-1560,3.03195744,1,54966.49,MJD,Kepler
12947,Kepler-1561 b,Kepler-1561,1.00520779,1,54964.955,MJD,Kepler
12955,Kepler-1562 b,Kepler-1562,64.26693899,1,55019.21,MJD,Kepler
12964,Kepler-1563 b,Kepler-1563,3.4327371,1,54965.414,MJD,Kepler
12971,Kepler-1564 b,Kepler-1564,18.0541469,1,54980.299,MJD,Kepler
12980,Kepler-1565 b,Kepler-1565,1.53818844,1,54964.989,MJD,Kepler
12988,Kepler-1566 b,Kepler-1566,0.53991524,1,54964.052,MJD,Kepler
12996,Kepler-1567 b,Kepler-1567,153.979578,1,54997.99,MJD,Kepler
13005,Kepler-1568 b,Kepler-1568,20.92596372,1,54967.395,MJD,Kepler
13014,Kepler-1569 b,Kepler-1569,5.79180156,1,54965.858,MJD,Kepler
13021,Kepler-157 b,Kepler-157,1.73234549,3,54967.0302,MJD,Kepler
13031,Kepler-157 c,Kepler-157,13.5405,3,55004.18032,MJD,Kepler
13042,Kepler-157 d,Kepler-157,7.02573474,3,54966.13,MJD,Kepler
13051,Kepler-1570 b,Kepler-1570,26.5487294,1,54969.739,MJD,Kepler
13060,Kepler-1571 b,Kepler-1571,3.38557445,1,54966.478,MJD,Kepler
13068,Kepler-1572 b,Kepler-1572,5.49548533,1,54966.138,MJD,Kepler
13076,Kepler-1573 b,Kepler-1573,2.61575399,1,54964.482,MJD,Kepler
13084,Kepler-1574 b,Kepler-1574,6.94245216,1,54968.46,MJD,Kepler
13092,Kepler-1575 b,Kepler-1575,2.55315031,1,54964.952,MJD,Kepler
13100,Kepler-1576 b,Kepler-1576,6.98471973,1,54968.495,MJD,Kepler
13108,Kepler-1577 b,Kepler-1577,6.30560247,1,54964.031,MJD,Kepler
13116,Kepler-1578 b,Kepler-1578,,1,54964.73,MJD,Kepler
13124,Kepler-1579 b,Kepler-1579,0.84990673,1,54964.172,MJD,Kepler
13131,Kepler-158 b,Kepler-158,16.70920628,2,55007.25561,MJD,Kepler
13142,Kepler-158 c,Kepler-158,28.55158187,2,55017.97678,MJD,Kepler
13153,Kepler-1580 b,Kepler-1580,56.6449279,1,54971.283,MJD,Kepler
13162,Kepler-1581 b,Kepler-1581,6.28384079,1,54965.7,MJD,Kepler
13170,Kepler-1582 b,Kepler-1582,4.83817712,1,54967.647,MJD,Kepler
13178,Kepler-1583 b,Kepler-1583,9.32807355,1,54965.353,MJD,Kepler
13186,Kepler-1584 b,Kepler-1584,,1,54964.347,MJD,Kepler
13194,Kepler-1585 b,Kepler-1585,3.5827463,1,54967.449,MJD,Kepler
13202,Kepler-1586 b,Kepler-1586,15.604841,1,54964.494,MJD,Kepler
13210,Kepler-1587 b,Kepler-1587,,1,54970.217,MJD,Kepler
13218,Kepler-1588 b,Kepler-1588,7.84931739,1,54967.377,MJD,Kepler
13226,Kepler-1589 b,Kepler-1589,0.99165965,1,54964.035,MJD,Kepler
13233,Kepler-159 b,Kepler-159,,2,55010.94948,MJD,Kepler
13245,Kepler-159 c,Kepler-159,43.5859419,2,55027.04523,MJD,Kepler
13256,Kepler-1590 b,Kepler-1590,7.61758198,1,54969.996,MJD,Kepler
13264,Kepler-1591 b,Kepler-1591,8.18504949,1,54967.054,MJD,Kepler
13271,Kepler-1592 b,Kepler-1592,3.0570982,1,54967.001,MJD,Kepler
13279,Kepler-1593 b,Kepler-1593,174.509835,1,55033.973,MJD,Kepler
13289,Kepler-1594 b,Kepler-1594,2.71603809,1,54964.859,MJD,Kepler
13297,Kepler-1595 b,Kepler-1595,4.56380468,1,54964.763,MJD,Kepler
13305,Kepler-1596 b,Kepler-1596,66.373298,1,55006.516,MJD,Kepler
13314,Kepler-1597 b,Kepler-1597,,1,54964.915,MJD,Kepler
13322,Kepler-1598 b,Kepler-1598,4.34195123,1,54966.685,MJD,Kepler
13330,Kepler-1599 b,Kepler-1599,122.363553,1,54966.833,MJD,Kepler
13339,Kepler-16 b,Kepler-16,226,1,,,Kepler
13341,Kepler-160 b,Kepler-160,4.30920108,3,54966.53257,MJD,Kepler
13353,Kepler-160 c,Kepler-160,13.69941722,3,55003.98747,MJD,Kepler
13365,Kepler-1600 b,Kepler-1600,386.370512,2,55285.375,MJD,Kepler
13371,Kepler-1600 c,Kepler-1600,7.29804993,2,54970.35674,MJD,Kepler
13377,Kepler-1601 b,Kepler-1601,2.20923119,1,54964.408,MJD,Kepler
13385,Kepler-1602 b,Kepler-1602,11.17931605,1,54964.141,MJD,Kepler
13393,Kepler-1603 b,Kepler-1603,2.27163926,1,54964.328,MJD,Kepler
13401,Kepler-1604 b,Kepler-1604,0.68368426,1,54964.16,MJD,Kepler
13408,Kepler-1605 b,Kepler-1605,85.7565495,1,54995.219,MJD,Kepler
13417,Kepler-1606 b,Kepler-1606,196.4374493,1,55006.205,MJD,Kepler
13427,Kepler-1607 b,Kepler-1607,13.6471211,1,54964.736,MJD,Kepler
13434,Kepler-1608 b,Kepler-1608,16.4735686,1,54975.185,MJD,Kepler
13441,Kepler-1609 b,Kepler-1609,114.34219,1,55049.241,MJD,Kepler
13450,Kepler-161 b,Kepler-161,4.921,2,55006.79899,MJD,Kepler
13462,Kepler-161 c,Kepler-161,7.06425644,2,54967.87914,MJD,Kepler
13473,Kepler-1610 b,Kepler-1610,,1,54970.744,MJD,Kepler
13481,Kepler-1611 b,Kepler-1611,5.1762429,1,54966.244,MJD,Kepler
13488,Kepler-1612 b,Kepler-1612,3.91794852,1,54965.364,MJD,Kepler
13496,Kepler-1613 b,Kepler-1613,1.5184299,1,54964.631,MJD,Kepler
13505,Kepler-1614 b,Kepler-1614,3.9466141,1,54964.746,MJD,Kepler
13513,Kepler-1615 b,Kepler-1615,47.3126192,1,54978.825,MJD,Kepler
13521,Kepler-1616 b,Kepler-1616,6.76260204,1,54968.18,MJD,Kepler
13529,Kepler-1617 b,Kepler-1617,27.4785572,1,54981.129,MJD,Kepler
13537,Kepler-1618 b,Kepler-1618,6.10826019,1,54964.38,MJD,Kepler
13545,Kepler-1619 b,Kepler-1619,23.6225913,1,54979.46,MJD,Kepler
13553,Kepler-162 b,Kepler-162,6.91986734,2,54966.61914,MJD,Kepler
13563,Kepler-162 c,Kepler-162,19.44638698,2,55002.60194,MJD,Kepler
13574,Kepler-1620 b,Kepler-1620,101.9520232,1,55038.851,MJD,Kepler
13582,Kepler-1621 b,Kepler-1621,92.263714,1,54978.924,MJD,Kepler
13591,Kepler-1622 b,Kepler-1622,10.8118737,1,54969.632,MJD,Kepler
13599,Kepler-1623 b,Kepler-1623,4.36125889,1,54965.027,MJD,Kepler
13607,Kepler-1624 b,Kepler-1624,3.29031389,1,54964.409,MJD,Kepler
13616,Kepler-1625 b,Kepler-1625,287.378949,1,55181.33,MJD,Kepler
13623,Kepler-1626 b,Kepler-1626,4.13962966,1,54966.542,MJD,Kepler
13630,Kepler-1627 b,Kepler-1627,7.20283653,1,54967.694,MJD,Kepler
13637,Kepler-1628 b,Kepler-1628,76.3775,1,54978.846,MJD,Kepler
13643,Kepler-1629 b,Kepler-1629,3.87595807,1,54967.344,MJD,Kepler
13649,Kepler-163 b,Kepler-163,7.81100952,2,54964.8043,MJD,Kepler
13659,Kepler-163 c,Kepler-163,21.34739582,2,55004.2359,MJD,Kepler
13670,Kepler-1630 b,Kepler-1630,509.997402,1,55109.231,MJD,Kepler
13674,Kepler-1631 b,Kepler-1631,,1,54964.177,MJD,Kepler
13680,Kepler-1632 b,Kepler-1632,448.303558,1,55397.676,MJD,Kepler
13686,Kepler-1633 b,Kepler-1633,186.404271,1,55048.721,MJD,Kepler
13694,Kepler-1634 b,Kepler-1634,374.878133,1,55323.563,MJD,Kepler
13700,Kepler-1635 b,Kepler-1635,469.63111,1,55254.995,MJD,Kepler
13706,Kepler-1636 b,Kepler-1636,425.483539,1,54981.565,MJD,Kepler
13712,Kepler-1637 b,Kepler-1637,6.10972093,1,54966.31,MJD,Kepler
13718,Kepler-1638 b,Kepler-1638,259.33683,1,54998.191,MJD,Kepler
13727,Kepler-1639 b,Kepler-1639,,1,54966.916,MJD,Kepler
13735,Kepler-164 b,Kepler-164,5.03505665,3,54965.15465,MJD,Kepler
13745,Kepler-164 c,Kepler-164,10.94577222,3,55009.22046,MJD,Kepler
13756,Kepler-164 d,Kepler-164,28.9868326,3,54967.28268,MJD,Kepler
13767,Kepler-1640 b,Kepler-1640,7.5844241,1,54970.349,MJD,Kepler
13773,Kepler-1641 b,Kepler-1641,19.672324,2,54966.806,MJD,Kepler
13780,Kepler-1641 c,Kepler-1641,32.657212,2,54985.375,MJD,Kepler
13787,Kepler-1642 b,Kepler-1642,12.2057513,2,54966.63,MJD,Kepler
13794,Kepler-1642 c,Kepler-1642,,2,54967.776,MJD,Kepler
13801,Kepler-1643 b,Kepler-1643,5.34264143,1,54966.88,MJD,Kepler
13809,Kepler-1644 b,Kepler-1644,21.0907758,1,54966.462,MJD,Kepler
13814,Kepler-1645 b,Kepler-1645,16.1779561,1,54964.836,MJD,Kepler
13821,Kepler-1646 b,Kepler-1646,4.48558383,1,54967.932,MJD,Kepler
13827,Kepler-1647 b,Kepler-1647,1107.5923,1,54997.9972,MJD,Kepler
13828,Kepler-1649 b,Kepler-1649,8.689099,2,54965.7348,MJD,Kepler
13836,Kepler-1649 c,Kepler-1649,19.5352551,2,55410.4777,MJD,Kepler
13839,Kepler-165 b,Kepler-165,8.18086953,2,55009.20113,MJD,Kepler
13850,Kepler-165 c,Kepler-165,15.31296388,2,55004.29196,MJD,Kepler
13861,Kepler-1650 b,Kepler-1650,1.53818153,1,55001.23959,MJD,Kepler
13870,Kepler-1651 b,Kepler-1651,9.8786461,1,54961.03395,MJD,Kepler
13878,Kepler-1652 b,Kepler-1652,38.09824,1,54972.5045,MJD,Kepler
13886,Kepler-1653 b,Kepler-1653,140.252515,1,55007.637,MJD,Kepler
13894,Kepler-1654 b,Kepler-1654,1047.8356,1,55374.6341,MJD,Kepler
13895,Kepler-1655 b,Kepler-1655,11.8728787,1,55013.39599,MJD,Kepler
13904,Kepler-1656 b,Kepler-1656,31.562,2,55009.70624,MJD,Kepler
13915,Kepler-1658 b,Kepler-1658,3.84860026,1,55005.4241,MJD,Kepler
13923,Kepler-166 b,Kepler-166,7.65024351,3,55004.47149,MJD,Kepler
13934,Kepler-166 c,Kepler-166,34.25951372,3,55015.72653,MJD,Kepler
13945,Kepler-166 d,Kepler-166,1.55400393,3,55002.33,MJD,Kepler
13955,Kepler-1661 b,Kepler-1661,175.06,1,56006.6,MJD,Kepler
13956,Kepler-1663 b,Kepler-1663,17.60460628,1,55002.99926,MJD,Kepler
13964,Kepler-1664 b,Kepler-1664,14.3868109,1,55002.95505,MJD,Kepler
13972,Kepler-1665 b,Kepler-1665,11.954776,1,55011.22142,MJD,Kepler
13980,Kepler-1666 b,Kepler-1666,25.84781795,2,55021.374,MJD,Kepler
13988,Kepler-1666 c,Kepler-1666,40.71583266,2,54978.86407,MJD,Kepler
13996,Kepler-1667 b,Kepler-1667,83.5781,1,55034.95538,MJD,Kepler
14004,Kepler-1668 b,Kepler-1668,15.4339775,1,55195.79494,MJD,Kepler
14012,Kepler-1669 b,Kepler-1669,9.51221128,2,55017.97908,MJD,Kepler
14020,Kepler-1669 c,Kepler-1669,1.60932194,2,55011.4456,MJD,Kepler
14027,Kepler-167 b,Kepler-167,4.39316278,4,55005.36732,MJD,Kepler
14040,Kepler-167 c,Kepler-167,7.406114,4,54966.57393,MJD,Kepler
14053,Kepler-167 d,Kepler-167,21.80379,4,55669.2934,MJD,Kepler
14065,Kepler-167 e,Kepler-167,1071.232624,4,55252.78756,MJD,Kepler
14074,Kepler-1670 b,Kepler-1670,20.49941,1,54964.32068,MJD,Kepler
14082,Kepler-1671 b,Kepler-1671,4.16787,1,54967.78061,MJD,Kepler
14090,Kepler-1672 b,Kepler-1672,150.8779906,1,55039.19263,MJD,Kepler
14098,Kepler-1673 b,Kepler-1673,33.7888,1,54986.15495,MJD,Kepler
14106,Kepler-1674 b,Kepler-1674,62.5613879,1,55010.90719,MJD,Kepler
14114,Kepler-1675 b,Kepler-1675,63.0380366,1,55001.61965,MJD,Kepler
14122,Kepler-1676 b,Kepler-1676,29.92205802,1,54978.50894,MJD,Kepler
14129,Kepler-1677 b,Kepler-1677,22.0640623,1,54981.41718,MJD,Kepler
14137,Kepler-1678 b,Kepler-1678,147.9729229,1,55095.58923,MJD,Kepler
14145,Kepler-1679 b,Kepler-1679,9.75374033,1,54966.56259,MJD,Kepler
14153,Kepler-168 b,Kepler-168,4.42534621,2,54967.06055,MJD,Kepler
14163,Kepler-168 c,Kepler-168,13.1932092,2,55008.10934,MJD,Kepler
14174,Kepler-1680 b,Kepler-1680,8.77426218,1,54964.83457,MJD,Kepler
14182,Kepler-1681 b,Kepler-1681,69.8941,1,54993.1681,MJD,Kepler
14190,Kepler-1682 b,Kepler-1682,14.83340944,1,54967.94343,MJD,Kepler
14198,Kepler-1683 b,Kepler-1683,15.03366571,1,54977.48055,MJD,Kepler
14206,Kepler-1684 b,Kepler-1684,47.7045936,1,54978.8112,MJD,Kepler
14214,Kepler-1685 b,Kepler-1685,20.49013,1,54976.92058,MJD,Kepler
14222,Kepler-1686 b,Kepler-1686,9.30991834,1,54968.89785,MJD,Kepler
14229,Kepler-1687 b,Kepler-1687,5.77955922,1,54969.03039,MJD,Kepler
14236,Kepler-1688 b,Kepler-1688,5.62005172,1,54965.45556,MJD,Kepler
14244,Kepler-1689 b,Kepler-1689,8.48299282,1,54965.4684,MJD,Kepler
14251,Kepler-169 b,Kepler-169,,5,54966.19209,MJD,Kepler
14261,Kepler-169 c,Kepler-169,,5,54967.21616,MJD,Kepler
14272,Kepler-169 d,Kepler-169,8.34817754,5,54969.34117,MJD,Kepler
14283,Kepler-169 e,Kepler-169,,5,55007.31064,MJD,Kepler
14294,Kepler-169 f,Kepler-169,87.0905994,5,55019.8184,MJD,Kepler
14305,Kepler-1690 b,Kepler-1690,234.635652,1,55005.14606,MJD,Kepler
14313,Kepler-1691 b,Kepler-1691,3.84822189,1,54964.4203,MJD,Kepler
14320,Kepler-1692 b,Kepler-1692,5.95960845,1,54967.5069,MJD,Kepler
14327,Kepler-1693 b,Kepler-1693,12.09997831,2,54975.5375,MJD,Kepler
14334,Kepler-1693 c,Kepler-1693,5.36374214,2,54967.1491,MJD,Kepler
14341,Kepler-1694 b,Kepler-1694,3.89523349,1,54964.3589,MJD,Kepler
14348,Kepler-1695 b,Kepler-1695,4.73292061,1,54964.0783,MJD,Kepler
14355,Kepler-1696 b,Kepler-1696,65.9412549,1,55064.47155,MJD,Kepler
14362,Kepler-1697 b,Kepler-1697,33.49803036,1,54996.25223,MJD,Kepler
14369,Kepler-1698 b,Kepler-1698,1.21069363,1,54964.89322,MJD,Kepler
14376,Kepler-1699 b,Kepler-1699,3.49078834,1,54965.60269,MJD,Kepler
14383,Kepler-17 b,Kepler-17,1.48571095,1,55185.17803,MJD,Kepler
14397,Kepler-170 b,Kepler-170,7.9305715,2,55002.01582,MJD,Kepler
14409,Kepler-170 c,Kepler-170,16.6658994,2,55012.70177,MJD,Kepler
14421,Kepler-1700 b,Kepler-1700,234.244257,1,55043.30985,MJD,Kepler
14428,Kepler-1701 b,Kepler-1701,169.133455,1,55034.31493,MJD,Kepler
14435,Kepler-1702 b,Kepler-1702,18.5010898,1,54981.67569,MJD,Kepler
14441,Kepler-1704 b,Kepler-1704,988.88112,1,55071.72419,MJD,Kepler
14446,Kepler-1705 b,Kepler-1705,9.0194714,2,55197.714,MJD,Kepler
14450,Kepler-1705 c,Kepler-1705,11.28,2,55206.896,MJD,Kepler
14451,Kepler-1708 b,Kepler-1708,737.1131,1,,,Kepler
14452,Kepler-1709 b,Kepler-1709,65.70460002,1,54969.9421,MJD,Kepler
14460,Kepler-171 b,Kepler-171,4.166972,3,55002.21415,MJD,Kepler
14471,Kepler-171 c,Kepler-171,11.46347335,3,54969.88428,MJD,Kepler
14482,Kepler-171 d,Kepler-171,39.59492,3,55000.61922,MJD,Kepler
14493,Kepler-1710 b,Kepler-1710,14.91095504,1,54973.83665,MJD,Kepler
14501,Kepler-1711 b,Kepler-1711,21.06075647,1,54976.09983,MJD,Kepler
14509,Kepler-1712 b,Kepler-1712,13.81505213,1,55013.62552,MJD,Kepler
14517,Kepler-1713 b,Kepler-1713,18.01167665,1,55017.59162,MJD,Kepler
14525,Kepler-1714 b,Kepler-1714,10.27531708,1,55009.77298,MJD,Kepler
14533,Kepler-1715 b,Kepler-1715,35.59718657,1,55020.02578,MJD,Kepler
14541,Kepler-1716 b,Kepler-1716,35.58349688,1,55021.53462,MJD,Kepler
14549,Kepler-1717 b,Kepler-1717,30.6529373,1,54967.54193,MJD,Kepler
14557,Kepler-1718 b,Kepler-1718,135.1878234,1,55023.43292,MJD,Kepler
14565,Kepler-1719 b,Kepler-1719,6.14955997,1,55002.05182,MJD,Kepler
14573,Kepler-172 b,Kepler-172,2.940309,4,55002.4034,MJD,Kepler
14584,Kepler-172 c,Kepler-172,6.38901755,4,55007.97434,MJD,Kepler
14595,Kepler-172 d,Kepler-172,14.62698952,4,54968.73672,MJD,Kepler
14606,Kepler-172 e,Kepler-172,35.1185226,4,54984.61935,MJD,Kepler
14616,Kepler-1720 b,Kepler-1720,12.70636123,1,55013.13164,MJD,Kepler
14624,Kepler-1721 b,Kepler-1721,4.59239382,1,55004.50472,MJD,Kepler
14632,Kepler-1722 b,Kepler-1722,9.17858057,1,55005.58806,MJD,Kepler
14640,Kepler-1723 b,Kepler-1723,39.7530284,1,55007.96244,MJD,Kepler
14648,Kepler-1724 b,Kepler-1724,6.45442009,1,55005.71434,MJD,Kepler
14656,Kepler-1725 b,Kepler-1725,16.71987223,1,55003.90104,MJD,Kepler
14664,Kepler-1726 b,Kepler-1726,18.39628156,1,55017.64015,MJD,Kepler
14672,Kepler-1727 b,Kepler-1727,9.02929362,1,55009.70422,MJD,Kepler
14680,Kepler-1728 b,Kepler-1728,4.78300451,1,55003.00835,MJD,Kepler
14688,Kepler-1729 b,Kepler-1729,4.22096715,1,55003.12232,MJD,Kepler
14696,Kepler-173 b,Kepler-173,4.26374847,2,54966.22031,MJD,Kepler
14706,Kepler-173 c,Kepler-173,8.005798,2,55003.0034,MJD,Kepler
14717,Kepler-1730 b,Kepler-1730,13.80994,1,54977.21599,MJD,Kepler
14725,Kepler-1731 b,Kepler-1731,21.76129394,1,54999.04053,MJD,Kepler
14732,Kepler-1732 b,Kepler-1732,32.3122867,1,54966.3627,MJD,Kepler
14740,Kepler-1733 b,Kepler-1733,9.22958009,1,54970.93961,MJD,Kepler
14747,Kepler-1734 b,Kepler-1734,6.79685353,1,54970.61324,MJD,Kepler
14755,Kepler-1735 b,Kepler-1735,7.71792984,1,54971.65405,MJD,Kepler
14762,Kepler-1736 b,Kepler-1736,37.8101174,1,54990.85799,MJD,Kepler
14770,Kepler-1737 b,Kepler-1737,64.6174465,1,54998.64426,MJD,Kepler
14778,Kepler-1738 b,Kepler-1738,7.67465618,1,54965.72501,MJD,Kepler
14785,Kepler-1739 b,Kepler-1739,7.34370995,1,54969.80053,MJD,Kepler
14793,Kepler-174 b,Kepler-174,13.98177228,3,55014.47351,MJD,Kepler
14804,Kepler-174 c,Kepler-174,44.0004287,3,55043.25908,MJD,Kepler
14816,Kepler-174 d,Kepler-174,247.3520535,3,55196.65875,MJD,Kepler
14828,Kepler-1740 b,Kepler-1740,8.17240047,1,55193.70248,MJD,Kepler
14836,Kepler-1741 b,Kepler-1741,2.757567,1,54965.549,MJD,Kepler
14843,Kepler-1742 b,Kepler-1742,49.47779,1,54974.32447,MJD,Kepler
14851,Kepler-1743 b,Kepler-1743,7.64972303,1,54970.83113,MJD,Kepler
14859,Kepler-1744 b,Kepler-1744,37.101107,1,55202.9803,MJD,Kepler
14867,Kepler-1745 b,Kepler-1745,3.01618201,1,54966.38395,MJD,Kepler
14874,Kepler-1746 b,Kepler-1746,321.2125073,1,55039.43008,MJD,Kepler
14881,Kepler-1747 b,Kepler-1747,6.23033032,1,55013.79614,MJD,Kepler
14889,Kepler-1748 b,Kepler-1748,5.82348911,1,55187.49602,MJD,Kepler
14897,Kepler-1749 b,Kepler-1749,14.53410194,1,54977.92643,MJD,Kepler
